reaction,metabolite,flux,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi,reaction,global_id
EX_mobd_m,mobd,0.1,Molybdate,,,,,,EX_mobd_m,EX_mobd(e)
EX_cu2_m,cu2,0.1,Cu2+,,,,,,EX_cu2_m,EX_cu2(e)
EX_zn2_m,zn2,0.1,Zinc,,,,,,EX_zn2_m,EX_zn2(e)
EX_sel_m,sel,0.1,selenate,,C05697,1089.0,"InChI=1S/H2O4Se/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",,EX_sel_m,EX_sel(e)
EX_pime_m,pime,0.1,Pimelate,,,,,,EX_pime_m,EX_pime(e)
EX_mqn8_m,mqn8,0.02,Menaquinone 8,,C00828,4086.0,,,EX_mqn8_m,EX_mqn8(e)
EX_12dgr180_m,12dgr180,0.1,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,,,,EX_12dgr180_m,EX_12dgr180(e)
EX_26dap_M_m,26dap_M,0.1,"meso-2,6-Diaminoheptanedioate",,,,,,EX_26dap_M_m,EX_26dap_M(e)
EX_2obut_m,2obut,0.02,2-Oxobutanoate,HMDB00005,C00109,58.0,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1",,EX_2obut_m,EX_2obut(e)
EX_3mop_m,3mop,0.02,3-methyl-2-oxopentanoate,HMDB00491,C03465,47.0,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,EX_3mop_m,EX_3mop(e)
EX_4hbz_m,4hbz,0.02,4-hydroxybenzoate,HMDB00500,C00156,,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",,EX_4hbz_m,EX_4hbz(e)
EX_ac_m,ac,0.02,acetate,HMDB00042,C00033,176.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",,EX_ac_m,EX_ac(e)
EX_acgam_m,acgam,0.02,N-acetyl-D-glucosamine,HMDB00215,C00140,439174.0,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",,EX_acgam_m,EX_acgam(e)
EX_acnam_m,acnam,0.02,N-acetylneuraminate,HMDB00230,C19910,439197.0,,,EX_acnam_m,EX_acnam(e)
EX_acmana_m,acmana,0.02,N-acetyl-D-mannosamine,HMDB01129,C00645,439281.0,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6-,7-,8-/m0/s1",,EX_acmana_m,EX_acmana(e)
EX_ade_m,ade,0.02,Adenine,HMDB00034,C00147,190.0,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",,EX_ade_m,EX_ade(e)
EX_adn_m,adn,0.02,Adenosine,HMDB00050,C00212,60961.0,,,EX_adn_m,EX_adn(e)
EX_ala_D_m,ala_D,0.02,D-alanine,HMDB01310,C00133,71080.0,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",,EX_ala_D_m,EX_ala_D(e)
EX_arab_D_m,arab_D,0.1,D-Arabinose,,,,,,EX_arab_D_m,EX_arab_D(e)
EX_cgly_m,cgly,0.02,L-cysteinylglycine,HMDB00078,C01419,439498.0,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",,EX_cgly_m,EX_cgly(e)
EX_chor_m,chor,0.1,chorismate,,,,,,EX_chor_m,EX_chor(e)
EX_cit_m,cit,0.02,Citrate,HMDB00094,C00158,311.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",,EX_cit_m,EX_cit(e)
EX_amet_m,amet,0.02,S-Adenosyl-L-methionine,HMDB01185,C00019,34756.0,,,EX_amet_m,EX_amet(e)
EX_csn_m,csn,0.02,cytosine,HMDB00630,C00380,597.0,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",,EX_csn_m,EX_csn(e)
EX_cytd_m,cytd,0.02,Cytidine,HMDB00089,C00475,6175.0,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",,EX_cytd_m,EX_cytd(e)
EX_dad_2_m,dad_2,0.02,2-deoxyadenosine,HMDB00101,C00559,13730.0,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",,EX_dad_2_m,EX_dad_2(e)
EX_dcyt_m,dcyt,0.02,Deoxycytidine,HMDB00014,C00881,13711.0,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,EX_dcyt_m,EX_dcyt(e)
EX_ddca_m,ddca,0.02,laurate,HMDB00638,C02679,3893.0,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/p-1",,EX_ddca_m,EX_ddca(e)
EX_dgsn_m,dgsn,0.02,Deoxyguanosine,HMDB00085,C00330,187790.0,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,EX_dgsn_m,EX_dgsn(e)
EX_for_m,for,0.02,Formate,HMDB00142,C00058,284.0,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",,EX_for_m,EX_for(e)
EX_fum_m,fum,0.02,Fumarate,HMDB00134,C00122,444972.0,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",,EX_fum_m,EX_fum(e)
EX_glyc3p_m,glyc3p,0.02,Glycerol 3-phosphate,HMDB00126,C00093,439162.0,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",,EX_glyc3p_m,EX_glyc3p(e)
EX_gsn_m,gsn,0.02,Guanosine,HMDB00133,C00387,6802.0,,,EX_gsn_m,EX_gsn(e)
EX_gthox_m,gthox,0.02,Oxidized glutathione,HMDB03337,C00127,65359.0,,,EX_gthox_m,EX_gthox(e)
EX_gua_m,gua,0.02,Guanine,HMDB00132,C00242,764.0,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",,EX_gua_m,EX_gua(e)
EX_h_m,h,0.02,proton,HMDB01362,C00282,1038.0,InChI=1S/p+1/i/hH,,EX_h_m,EX_h(e)
EX_hxan_m,hxan,0.02,Hypoxanthine,HMDB00157,C00262,790.0,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",,EX_hxan_m,EX_hxan(e)
EX_indole_m,indole,0.1,Indole,,,,,,EX_indole_m,EX_indole(e)
EX_lanost_m,lanost,0.02,lanosterol,HMDB01251,C01724,246983.0,,,EX_lanost_m,EX_lanost(e)
EX_metsox_S_L_m,metsox_S_L,0.1,L-Methionine Sulfoxide,,,,,,EX_metsox_S_L_m,EX_metsox_S_L(e)
EX_mqn7_m,mqn7,0.02,Menaquinone 7,,C00828,4086.0,,,EX_mqn7_m,EX_mqn7(e)
EX_ncam_m,ncam,0.02,Nicotinamide,HMDB01406,C00153,936.0,,,EX_ncam_m,EX_ncam(e)
EX_nmn_m,nmn,0.1,NMN,HMDB00229,C00455,14180.0,,,EX_nmn_m,EX_nmn(e)
EX_orn_m,orn,0.02,Ornithine,HMDB00214,C00077,6262.0,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1",,EX_orn_m,EX_orn(e)
EX_pi_m,pi,0.02,hydrogenphosphate,HMDB00973,C00009,1004.0,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",,EX_pi_m,EX_pi(e)
EX_ptrc_m,ptrc,0.02,Putrescine,HMDB01414,C00134,1045.0,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,,EX_ptrc_m,EX_ptrc(e)
EX_pydx5p_m,pydx5p,0.02,Pyridoxal 5-phosphate,HMDB01491,C00018,1051.0,"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)/p-2",,EX_pydx5p_m,EX_pydx5p(e)
EX_q8_m,q8,0.1,Ubiquinone-8,,,,,,EX_q8_m,EX_q8(e)
EX_sheme_m,sheme,0.1,Siroheme,,,,,,EX_sheme_m,EX_sheme(e)
EX_thymd_m,thymd,0.02,Thymidine,HMDB00273,C00214,5789.0,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,EX_thymd_m,EX_thymd(e)
EX_ura_m,ura,0.02,uracil,HMDB00300,C00106,1174.0,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",,EX_ura_m,EX_ura(e)
EX_uri_m,uri,0.02,Uridine,HMDB00296,C00299,6029.0,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",,EX_uri_m,EX_uri(e)
EX_xan_m,xan,0.02,Xanthine,HMDB00292,C00385,1188.0,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",,EX_xan_m,EX_xan(e)
EX_meoh_m,meoh,2.0,methanol,HMDB01875,C00132,887.0,"InChI=1S/CH4O/c1-2/h2H,1H3",,EX_meoh_m,EX_meoh(e)
EX_h2o_m,h2o,2.0,Water,HMDB02111,C00001,962.0,InChI=1S/H2O/h1H2,,EX_h2o_m,EX_h2o(e)
EX_2dmmq8_m,2dmmq8,0.1,2-Demethylmenaquinone 8,,,,,,EX_2dmmq8_m,EX_2dmmq8(e)
EX_4abz_m,4abz,0.1,4-Aminobenzoate,,,,,,EX_4abz_m,EX_4abz(e)
EX_amp_m,amp,0.02,AMP,HMDB00045,C00020,6083.0,,,EX_amp_m,EX_amp(e)
EX_fald_m,fald,0.02,formaldehyde,HMDB01426,C00067,712.0,InChI=1S/CH2O/c1-2/h1H2,,EX_fald_m,EX_fald(e)
EX_gam_m,gam,0.02,D-Glucosamine,HMDB01514,C00329,439213.0,,,EX_gam_m,EX_gam(e)
EX_glu_D_m,glu_D,0.1,D-Glutamate,,,,,,EX_glu_D_m,EX_glu_D(e)
EX_gthrd_m,gthrd,0.02,Reduced glutathione,HMDB00125,C00051,124886.0,,,EX_gthrd_m,EX_gthrd(e)
EX_h2_m,h2,0.1,Hydrogen,HMDB01362,C00282,783.0,InChI=1S/H2/h1H,,EX_h2_m,EX_h2(e)
EX_no2_m,no2,0.02,Nitrite,HMDB02786,C00088,24529.0,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",,EX_no2_m,EX_no2(e)
EX_o2_m,o2,0.001,O2,HMDB01377,C00007,977.0,InChI=1S/O2/c1-2,,EX_o2_m,EX_o2(e)
EX_core2_m,core2,1.0,Core 2,,,,,,EX_core2_m,EX_core2(e)
EX_core2_rl_m,core2_rl,1.0,released Core 2,,,,,,EX_core2_rl_m,EX_core2_rl(e)
EX_core3_m,core3,1.0,Core 3,,,,,,EX_core3_m,EX_core3(e)
EX_core6_m,core6,1.0,Core 6,,,,,,EX_core6_m,EX_core6(e)
EX_core8_m,core8,1.0,Core 8,,,,,,EX_core8_m,EX_core8(e)
EX_core4_m,core4,1.0,Core 4,,,,,,EX_core4_m,EX_core4(e)
EX_core4_rl_m,core4_rl,1.0,released Core 4,,,,,,EX_core4_rl_m,EX_core4_rl(e)
EX_core5_m,core5,1.0,Core 5,,,,,,EX_core5_m,EX_core5(e)
EX_gncore1_m,gncore1,1.0,"GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_m,EX_gncore1(e)
EX_gncore1_rl_m,gncore1_rl,1.0,"released GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_rl_m,EX_gncore1_rl(e)
EX_gncore2_m,gncore2,1.0,"GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_m,EX_gncore2(e)
EX_gncore2_rl_m,gncore2_rl,1.0,"released GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_rl_m,EX_gncore2_rl(e)
EX_core7_m,core7,1.0,Core 7,,,,,,EX_core7_m,EX_core7(e)
EX_gchola_m,gchola,1.0,glycocholate,HMDB00138,C01921,10140.0,,,EX_gchola_m,EX_gchola(e)
EX_tchola_m,tchola,1.0,taurocholate,HMDB00036,,440567.0,,,EX_tchola_m,EX_tchola(e)
EX_alahis_m,alahis,0.0016311499999999,L-alanyl-L-histidine,,C00386,,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",,EX_alahis_m,EX_alahis(e)
EX_glc_D_m,glc_D,0.8989680595833325,D-glucose,HMDB00122,C00031,5793.0,,,EX_glc_D_m,EX_glc_D(e)
EX_glyasn_m,glyasn,0.007234,Glycyl-L-asparagine,,,,,,EX_glyasn_m,EX_glyasn(e)
EX_glygln_m,glygln,0.0298616,Glycyl-L-glutamine,,,,,,EX_glygln_m,EX_glygln(e)
EX_urea_m,urea,0.3857662083333374,Urea,HMDB00294,C00086,1176.0,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",,EX_urea_m,EX_urea(e)
EX_etha_m,etha,0.7683606347222254,etha[c],HMDB00149,C00189,700.0,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",,EX_etha_m,EX_etha(e)
EX_gcald_m,gcald,1.2525708177724362,glycolaldehyde,HMDB03344,C00266,756.0,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",,EX_gcald_m,EX_gcald(e)
EX_alathr_m,alathr,0.02196,L-alanyl-L-threonine,,,,,,EX_alathr_m,EX_alathr(e)
EX_glyleu_m,glyleu,0.0200287,Glycylleucine,HMDB00759,C02155,92843.0,,,EX_glyleu_m,EX_glyleu(e)
EX_glypro_m,glypro,0.0921073249999999,Glycylproline,HMDB00721,,79101.0,,,EX_glypro_m,EX_glypro(e)
EX_metala_m,metala,0.00425747,L-methionyl-L-alanine,,,,"InChI=1S/C8H16N2O3S/c1-5(8(12)13)10-7(11)6(9)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1",,EX_metala_m,EX_metala(e)
EX_no3_m,no3,4.9057290299999785,Nitrate,,,,,,EX_no3_m,EX_no3(e)
EX_etoh_m,etoh,0.7105098747727289,ethanol,HMDB00108,C00469,702.0,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",,EX_etoh_m,EX_etoh(e)
EX_nh4_m,nh4,0.553852189999994,Ammonium,HMDB00051,C00014,223.0,InChI=1S/H3N/h1H3/p+1,,EX_nh4_m,EX_nh4(e)
EX_co2_m,co2,1.2739386797058858,carbon dioxide,HMDB01967,C00011,280.0,InChI=1S/CO2/c2-1-3,,EX_co2_m,EX_co2(e)
EX_glygn2_m,glygn2,0.0940999159469702,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",,,,,,EX_glygn2_m,EX_glygn2(e)
EX_malthx_m,malthx,0.1190951813068183,Maltohexaose,HMDB12253,C01936,439606.0,,,EX_malthx_m,EX_malthx(e)
EX_alagly_m,alagly,0.0188743999999999,L-alanylglycine,,,,,,EX_alagly_m,EX_alagly(e)
EX_acald_m,acald,2.048772168676474,acetaldehyde,HMDB00990,C00084,177.0,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",,EX_acald_m,EX_acald(e)
EX_glymet_m,glymet,0.00425747,Glycyl-L-methionine,,,,,,EX_glymet_m,EX_glymet(e)
EX_succ_m,succ,1.4065269099999935,Succinate,HMDB00254,C00042,1110.0,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2",,EX_succ_m,EX_succ(e)
EX_tma_m,tma,2.2487921299999925,trimethylamine,,,,,,EX_tma_m,EX_tma(e)
EX_sbt_D_m,sbt_D,0.0444821373768942,D-glucitol,HMDB00247,C00794,5780.0,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",,EX_sbt_D_m,EX_sbt_D(e)
EX_12ppd_S_m,12ppd_S,0.1738142295711992,"(S)-propane-1,2-diol",HMDB06213,C02917,,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m0/s1",,EX_12ppd_S_m,EX_12ppd_S(e)
EX_alaglu_m,alaglu,0.0172432499999999,L-alanyl-L-glutamate,,,,,,EX_alaglu_m,EX_alaglu(e)
EX_glyglu_m,glyglu,0.0309401,Glycyl-L-glutamate,,,,,,EX_glyglu_m,EX_glyglu(e)
EX_man6p_m,man6p,0.0221083449999964,D-Mannose 6-phosphate,HMDB01078,C00275,65127.0,,,EX_man6p_m,EX_man6p(e)
EX_g6p_m,g6p,0.0221083450000022,D-Glucose 6-phosphate,HMDB01401,C00092,5958.0,,,EX_g6p_m,EX_g6p(e)
EX_alaleu_m,alaleu,0.0200287,L-alanyl-L-leucine,,,,,,EX_alaleu_m,EX_alaleu(e)
EX_arabttr_m,arabttr,0.3576251334999994,Arabinotriose,,,,,,EX_arabttr_m,EX_arabttr(e)
EX_stys_m,stys,0.2158282004166676,Stachyose,,,,,,EX_stys_m,EX_stys(e)
EX_alagln_m,alagln,0.01938829,L-alanyl-L-glutamine,,,,,,EX_alagln_m,EX_alagln(e)
EX_kestottr_m,kestottr,0.0446629736666669,"Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide)",,,,,,EX_kestottr_m,EX_kestottr(e)
EX_glyclt_m,glyclt,0.5657941791666679,glycolate,HMDB00115,C00160,757.0,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1",,EX_glyclt_m,EX_glyclt(e)
EX_actn_R_m,actn_R,0.1974419925277799,(R)-Acetoin,,,,,,EX_actn_R_m,EX_actn_R(e)
EX_lac_L_m,lac_L,1.210504532142854,(S)-lactate,HMDB00190,C00186,107689.0,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1",,EX_lac_L_m,EX_lac_L(e)
EX_mal_L_m,mal_L,0.0374672868421069,(S)-malate(2-),HMDB00156,C00149,222656.0,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1",,EX_mal_L_m,EX_mal_L(e)
EX_inost_m,inost,0.1509483,myo-inositol,HMDB00211,C00137,892.0,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",,EX_inost_m,EX_inost(e)
EX_alaasp_m,alaasp,0.0225554,L-alanyl-L-aspartate,,,,,,EX_alaasp_m,EX_alaasp(e)
EX_pyr_m,pyr,0.042880349999999,pyruvate,HMDB00243,C00022,1060.0,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",,EX_pyr_m,EX_pyr(e)
